DATE,KECAMATAN_NAME,TOTAL_POPULATION,STERILIZED,RESCUED
2025-07-16,Sawahan,5323,1726,209
2025-07-16,Kenjeran,7649,1483,235
2025-07-17,Gubeng,3701,1050,299
2025-07-17,Sukolilo,5599,1293,232
2025-07-17,Tambaksari,8000,1506,231
2025-07-17,Wonokromo,5075,1487,227
2025-07-17,Rungkut,8000,1603,236
2025-07-17,Mulyorejo,3020,1420,272
2025-07-17,Genteng,4158,1196,221
2025-07-17,Tegalsari,3180,1196,275
2025-07-17,Sawahan,5360,1729,212
2025-07-17,Kenjeran,7740,1489,234
2025-07-18,Gubeng,3729,1052,300
2025-07-18,Sukolilo,5643,1297,233
2025-07-18,Tambaksari,8000,1506,229
2025-07-18,Wonokromo,5084,1488,227
2025-07-18,Rungkut,8000,1605,239
2025-07-18,Mulyorejo,3026,1425,273
2025-07-18,Genteng,4171,1199,225
2025-07-18,Tegalsari,3211,1198,278
2025-07-18,Sawahan,5396,1732,213
2025-07-18,Kenjeran,7759,1495,232
2025-07-19,Gubeng,3734,1053,303
2025-07-19,Sukolilo,5661,1302,236
2025-07-19,Tambaksari,8000,1507,228
2025-07-19,Wonokromo,5107,1488,225
2025-07-19,Rungkut,8000,1608,241
2025-07-19,Mulyorejo,3024,1431,274
2025-07-19,Genteng,4197,1199,223
2025-07-19,Tegalsari,3219,1199,276
2025-07-19,Sawahan,5437,1735,213
2025-07-19,Kenjeran,7784,1500,232
2025-07-20,Gubeng,3754,1054,302
2025-07-20,Sukolilo,5698,1303,234
2025-07-20,Tambaksari,8000,1509,232
2025-07-20,Wonokromo,5162,1494,226
2025-07-20,Rungkut,8000,1614,243
2025-07-20,Mulyorejo,3054,1435,275
2025-07-20,Genteng,4203,1204,225
2025-07-20,Tegalsari,3224,1203,277
2025-07-20,Sawahan,5476,1740,215
2025-07-20,Kenjeran,7828,1505,235
2025-07-21,Gubeng,3778,1056,303
2025-07-21,Sukolilo,5736,1309,232
2025-07-21,Tambaksari,8000,1511,233
2025-07-21,Wonokromo,5177,1496,224
2025-07-21,Rungkut,8000,1620,247
2025-07-21,Mulyorejo,3081,1437,275
2025-07-21,Genteng,4226,1204,228
2025-07-21,Tegalsari,3258,1209,278
2025-07-21,Sawahan,5494,1746,216
2025-07-21,Kenjeran,7906,1509,234
2025-07-22,Gubeng,3814,1060,303
2025-07-22,Sukolilo,5750,1313,233
2025-07-22,Tambaksari,8000,1512,236
2025-07-22,Wonokromo,5222,1499,228
2025-07-22,Rungkut,8000,1622,245
2025-07-22,Mulyorejo,3093,1438,277
2025-07-22,Genteng,4264,1208,232
2025-07-22,Tegalsari,3283,1211,278
2025-07-22,Sawahan,5535,1750,220
2025-07-22,Kenjeran,7935,1510,238
2025-07-23,Gubeng,3817,1061,303
2025-07-23,Sukolilo,5759,1316,235
2025-07-23,Tambaksari,8000,1517,238
2025-07-23,Wonokromo,5252,1501,226
2025-07-23,Rungkut,8000,1626,243
2025-07-23,Mulyorejo,3096,1438,277
2025-07-23,Genteng,4277,1213,233
2025-07-23,Tegalsari,3310,1212,276
2025-07-23,Sawahan,5543,1753,219
2025-07-23,Kenjeran,7971,1512,242
2025-07-24,Gubeng,3853,1063,304
2025-07-24,Sukolilo,5808,1316,235
2025-07-24,Tambaksari,8000,1523,237
2025-07-24,Wonokromo,5255,1507,227
2025-07-24,Rungkut,8000,1629,242
2025-07-24,Mulyorejo,3099,1444,277
2025-07-24,Genteng,4319,1219,231
2025-07-24,Tegalsari,3313,1218,279
2025-07-24,Sawahan,5558,1759,220
2025-07-24,Kenjeran,7998,1512,241
2025-07-25,Gubeng,3874,1069,302
2025-07-25,Sukolilo,5846,1317,236
2025-07-25,Tambaksari,8000,1525,237
2025-07-25,Wonokromo,5264,1512,225
2025-07-25,Rungkut,8000,1633,244
2025-07-25,Mulyorejo,3100,1447,280
2025-07-25,Genteng,4334,1221,229
2025-07-25,Tegalsari,3345,1219,277
2025-07-25,Sawahan,5572,1762,220
2025-07-25,Kenjeran,8000,1518,241
2025-07-26,Gubeng,3901,1072,306
2025-07-26,Sukolilo,5865,1317,238
2025-07-26,Tambaksari,8000,1528,240
2025-07-26,Wonokromo,5301,1514,229
2025-07-26,Rungkut,8000,1634,245
2025-07-26,Mulyorejo,3100,1451,280
2025-07-26,Genteng,4382,1227,232
2025-07-26,Tegalsari,3345,1221,280
2025-07-26,Sawahan,5581,1766,224
2025-07-26,Kenjeran,8000,1521,240
2025-07-27,Gubeng,3916,1076,310
2025-07-27,Sukolilo,5912,1319,242
2025-07-27,Tambaksari,8000,1533,239
2025-07-27,Wonokromo,5302,1517,229
2025-07-27,Rungkut,8000,1636,243
2025-07-27,Mulyorejo,3114,1454,282
2025-07-27,Genteng,4397,1232,233
2025-07-27,Tegalsari,3351,1222,282
2025-07-27,Sawahan,5603,1771,225
2025-07-27,Kenjeran,8000,1527,242
2025-07-28,Gubeng,3959,1080,309
2025-07-28,Sukolilo,5918,1320,243
2025-07-28,Tambaksari,8000,1535,241
2025-07-28,Wonokromo,5325,1517,233
2025-07-28,Rungkut,8000,1639,246
2025-07-28,Mulyorejo,3117,1454,284
2025-07-28,Genteng,4442,1238,235
2025-07-28,Tegalsari,3359,1227,280
2025-07-28,Sawahan,5646,1775,229
2025-07-28,Kenjeran,8000,1531,245
2025-07-29,Gubeng,3982,1084,308
2025-07-29,Sukolilo,5963,1322,244
2025-07-29,Tambaksari,8000,1535,239
2025-07-29,Wonokromo,5358,1517,231
2025-07-29,Rungkut,8000,1640,245
2025-07-29,Mulyorejo,3146,1455,282
2025-07-29,Genteng,4468,1238,233
2025-07-29,Tegalsari,3380,1233,281
2025-07-29,Sawahan,5689,1779,231
2025-07-29,Kenjeran,8000,1533,243
2025-07-30,Gubeng,3999,1088,311
2025-07-30,Sukolilo,5970,1323,247
2025-07-30,Tambaksari,8000,1541,237
2025-07-30,Wonokromo,5388,1522,229
2025-07-30,Rungkut,8000,1645,246
2025-07-30,Mulyorejo,3173,1461,285
2025-07-30,Genteng,4471,1242,233
2025-07-30,Tegalsari,3399,1238,279
2025-07-30,Sawahan,5744,1779,230
2025-07-30,Kenjeran,8000,1533,241
2025-07-31,Gubeng,4034,1092,312
2025-07-31,Sukolilo,5985,1327,250
2025-07-31,Tambaksari,8000,1546,236
2025-07-31,Wonokromo,5424,1526,230
2025-07-31,Rungkut,8000,1651,249
2025-07-31,Mulyorejo,3191,1466,286
2025-07-31,Genteng,4508,1245,231
2025-07-31,Tegalsari,3404,1239,281
2025-07-31,Sawahan,5770,1781,233
2025-07-31,Kenjeran,8000,1537,242
2025-08-01,Gubeng,4079,1094,314
2025-08-01,Sukolilo,6058,1329,254
2025-08-01,Tambaksari,8000,1552,239
2025-08-01,Wonokromo,5452,1531,230
2025-08-01,Rungkut,8000,1655,251
2025-08-01,Mulyorejo,3196,1472,288
2025-08-01,Genteng,4558,1247,231
2025-08-01,Tegalsari,3441,1242,282
2025-08-01,Sawahan,5769,1781,233
2025-08-01,Kenjeran,8000,1541,241
2025-08-02,Gubeng,4128,1096,312
2025-08-02,Sukolilo,6082,1330,253
2025-08-02,Tambaksari,8000,1552,243
2025-08-02,Wonokromo,5505,1536,234
2025-08-02,Rungkut,8000,1659,253
2025-08-02,Mulyorejo,3214,1476,287
2025-08-02,Genteng,4563,1250,231
2025-08-02,Tegalsari,3445,1244,282
2025-08-02,Sawahan,5829,1782,232
2025-08-02,Kenjeran,8000,1543,239
2025-08-03,Gubeng,4156,1100,311
2025-08-03,Sukolilo,6137,1335,253
2025-08-03,Tambaksari,8000,1553,244
2025-08-03,Wonokromo,5559,1541,237
2025-08-03,Rungkut,8000,1659,255
2025-08-03,Mulyorejo,3235,1476,290
2025-08-03,Genteng,4607,1253,229
2025-08-03,Tegalsari,3475,1250,282
2025-08-03,Sawahan,5852,1788,233
2025-08-03,Kenjeran,8000,1549,237
2025-08-04,Gubeng,4199,1101,314
2025-08-04,Sukolilo,6187,1339,251
2025-08-04,Tambaksari,8000,1558,245
2025-08-04,Wonokromo,5562,1545,235
2025-08-04,Rungkut,8000,1663,254
2025-08-04,Mulyorejo,3244,1481,289
2025-08-04,Genteng,4615,1258,232
2025-08-04,Tegalsari,3515,1253,286
2025-08-04,Sawahan,5892,1792,231
2025-08-04,Kenjeran,8000,1551,241
2025-08-05,Gubeng,4219,1102,314
2025-08-05,Sukolilo,6195,1343,254
2025-08-05,Tambaksari,8000,1561,245
2025-08-05,Wonokromo,5567,1549,236
2025-08-05,Rungkut,8000,1664,258
2025-08-05,Mulyorejo,3246,1485,288
2025-08-05,Genteng,4642,1263,234
2025-08-05,Tegalsari,3521,1257,289
2025-08-05,Sawahan,5928,1793,229
2025-08-05,Kenjeran,8000,1554,241
2025-08-06,Gubeng,4254,1106,312
2025-08-06,Sukolilo,6205,1346,255
2025-08-06,Tambaksari,8000,1562,245
2025-08-06,Wonokromo,5590,1554,234
2025-08-06,Rungkut,8000,1665,258
2025-08-06,Mulyorejo,3266,1491,289
2025-08-06,Genteng,4677,1266,232
2025-08-06,Tegalsari,3558,1258,288
2025-08-06,Sawahan,5975,1794,233
2025-08-06,Kenjeran,8000,1554,239
2025-08-07,Gubeng,4292,1107,314
2025-08-07,Sukolilo,6276,1352,259
2025-08-07,Tambaksari,8000,1562,245
2025-08-07,Wonokromo,5636,1554,234
2025-08-07,Rungkut,8000,1665,258
2025-08-07,Mulyorejo,3270,1495,288
2025-08-07,Genteng,4688,1270,236
2025-08-07,Tegalsari,3567,1261,290
2025-08-07,Sawahan,6026,1795,236
2025-08-07,Kenjeran,8000,1554,240
2025-08-08,Gubeng,4322,1112,316
2025-08-08,Sukolilo,6281,1353,257
2025-08-08,Tambaksari,8000,1568,248
2025-08-08,Wonokromo,5677,1554,235
2025-08-08,Rungkut,8000,1665,256
2025-08-08,Mulyorejo,3282,1497,291
2025-08-08,Genteng,4736,1275,236
2025-08-08,Tegalsari,3602,1261,290
2025-08-08,Sawahan,6088,1800,237
2025-08-08,Kenjeran,8000,1557,242
2025-08-09,Gubeng,4373,1112,316
2025-08-09,Sukolilo,6319,1357,259
2025-08-09,Tambaksari,8000,1569,250
2025-08-09,Wonokromo,5743,1558,238
2025-08-09,Rungkut,8000,1666,258
2025-08-09,Mulyorejo,3290,1500,292
2025-08-09,Genteng,4778,1275,236
2025-08-09,Tegalsari,3630,1263,293
2025-08-09,Sawahan,6109,1804,237
2025-08-09,Kenjeran,8000,1562,242
2025-08-10,Gubeng,4419,1118,314
2025-08-10,Sukolilo,6393,1359,258
2025-08-10,Tambaksari,8000,1572,253
2025-08-10,Wonokromo,5752,1563,239
2025-08-10,Rungkut,8000,1671,260
2025-08-10,Mulyorejo,3321,1505,291
2025-08-10,Genteng,4802,1279,235
2025-08-10,Tegalsari,3647,1265,295
2025-08-10,Sawahan,6132,1808,236
2025-08-10,Kenjeran,8000,1563,244
2025-08-11,Gubeng,4448,1124,313
2025-08-11,Sukolilo,6461,1361,261
2025-08-11,Tambaksari,8000,1576,252
2025-08-11,Wonokromo,5782,1569,238
2025-08-11,Rungkut,8000,1675,259
2025-08-11,Mulyorejo,3330,1509,293
2025-08-11,Genteng,4857,1279,234
2025-08-11,Tegalsari,3659,1266,298
2025-08-11,Sawahan,6133,1810,237
2025-08-11,Kenjeran,8000,1565,245
2025-08-12,Gubeng,4488,1130,316
2025-08-12,Sukolilo,6536,1363,260
2025-08-12,Tambaksari,8000,1576,251
2025-08-12,Wonokromo,5795,1575,240
2025-08-12,Rungkut,8000,1679,261
2025-08-12,Mulyorejo,3351,1513,292
2025-08-12,Genteng,4871,1279,234
2025-08-12,Tegalsari,3661,1272,299
2025-08-12,Sawahan,6142,1816,239
2025-08-12,Kenjeran,8000,1570,245
2025-08-13,Gubeng,4498,1133,317
2025-08-13,Sukolilo,6575,1364,259
2025-08-13,Tambaksari,8000,1579,255
2025-08-13,Wonokromo,5862,1577,241
2025-08-13,Rungkut,8000,1684,260
2025-08-13,Mulyorejo,3378,1513,291
2025-08-13,Genteng,4925,1282,238
2025-08-13,Tegalsari,3686,1277,299
2025-08-13,Sawahan,6205,1817,240
2025-08-13,Kenjeran,8000,1570,247
2025-08-14,Gubeng,4538,1136,320
2025-08-14,Sukolilo,6602,1368,262
2025-08-14,Tambaksari,8000,1583,257
2025-08-14,Wonokromo,5907,1582,245
2025-08-14,Rungkut,8000,1684,261
2025-08-14,Mulyorejo,3393,1513,290
2025-08-14,Genteng,4956,1285,241
2025-08-14,Tegalsari,3686,1280,301
2025-08-14,Sawahan,6261,1817,239
2025-08-14,Kenjeran,8000,1573,247
2025-08-15,Gubeng,4581,1138,321
2025-08-15,Sukolilo,6618,1370,264
2025-08-15,Tambaksari,8000,1588,259
2025-08-15,Wonokromo,5971,1585,249
2025-08-15,Rungkut,8000,1684,264
2025-08-15,Mulyorejo,3410,1514,294
2025-08-15,Genteng,4991,1290,243
2025-08-15,Tegalsari,3690,1283,301
2025-08-15,Sawahan,6294,1818,240
2025-08-15,Kenjeran,8000,1578,246
2025-08-16,Gubeng,4630,1138,321
2025-08-16,Sukolilo,6646,1375,267
2025-08-16,Tambaksari,8000,1593,262
2025-08-16,Wonokromo,5980,1585,252
2025-08-16,Rungkut,8000,1686,262
2025-08-16,Mulyorejo,3428,1517,297
2025-08-16,Genteng,5039,1294,245
2025-08-16,Tegalsari,3730,1286,303
2025-08-16,Sawahan,6322,1824,239
2025-08-16,Kenjeran,8000,1582,250
2025-08-17,Gubeng,4667,1139,320
2025-08-17,Sukolilo,6718,1376,271
2025-08-17,Tambaksari,8000,1596,262
2025-08-17,Wonokromo,6002,1591,253
2025-08-17,Rungkut,8000,1687,260
2025-08-17,Mulyorejo,3461,1518,295
2025-08-17,Genteng,5077,1296,243
2025-08-17,Tegalsari,3749,1292,304
2025-08-17,Sawahan,6362,1824,241
2025-08-17,Kenjeran,8000,1583,249
2025-08-18,Gubeng,4701,1142,321
2025-08-18,Sukolilo,6754,1376,273
2025-08-18,Tambaksari,8000,1597,264
2025-08-18,Wonokromo,6022,1596,255
2025-08-18,Rungkut,8000,1688,258
2025-08-18,Mulyorejo,3465,1518,298
2025-08-18,Genteng,5099,1297,247
2025-08-18,Tegalsari,3749,1296,308
2025-08-18,Sawahan,6407,1826,239
2025-08-18,Kenjeran,8000,1586,248
2025-08-19,Gubeng,4711,1144,323
2025-08-19,Sukolilo,6810,1381,275
2025-08-19,Tambaksari,8000,1601,263
2025-08-19,Wonokromo,6092,1601,257
2025-08-19,Rungkut,8000,1688,256
2025-08-19,Mulyorejo,3493,1520,298
2025-08-19,Genteng,5154,1303,245
2025-08-19,Tegalsari,3781,1302,310
2025-08-19,Sawahan,6411,1829,238
2025-08-19,Kenjeran,8000,1592,248
2025-08-20,Gubeng,4730,1147,325
2025-08-20,Sukolilo,6830,1382,277
2025-08-20,Tambaksari,8000,1605,266
2025-08-20,Wonokromo,6164,1605,255
2025-08-20,Rungkut,8000,1693,258
2025-08-20,Mulyorejo,3529,1525,298
2025-08-20,Genteng,5181,1309,245
2025-08-20,Tegalsari,3791,1306,312
2025-08-20,Sawahan,6438,1830,240
2025-08-20,Kenjeran,8000,1596,251
2025-08-21,Gubeng,4767,1150,329
2025-08-21,Sukolilo,6847,1386,276
2025-08-21,Tambaksari,8000,1606,264
2025-08-21,Wonokromo,6173,1608,258
2025-08-21,Rungkut,8000,1698,262
2025-08-21,Mulyorejo,3534,1529,299
2025-08-21,Genteng,5207,1311,245
2025-08-21,Tegalsari,3815,1311,311
2025-08-21,Sawahan,6438,1831,243
2025-08-21,Kenjeran,8000,1602,249
2025-08-22,Gubeng,4785,1154,331
2025-08-22,Sukolilo,6876,1386,274
2025-08-22,Tambaksari,8000,1608,265
2025-08-22,Wonokromo,6227,1612,256
2025-08-22,Rungkut,8000,1699,262
2025-08-22,Mulyorejo,3566,1534,300
2025-08-22,Genteng,5265,1317,243
2025-08-22,Tegalsari,3843,1314,310
2025-08-22,Sawahan,6486,1837,245
2025-08-22,Kenjeran,8000,1605,253
2025-08-23,Gubeng,4832,1159,329
2025-08-23,Sukolilo,6948,1388,276
2025-08-23,Tambaksari,8000,1610,267
2025-08-23,Wonokromo,6267,1613,258
2025-08-23,Rungkut,8000,1705,266
2025-08-23,Mulyorejo,3578,1535,300
2025-08-23,Genteng,5319,1319,244
2025-08-23,Tegalsari,3870,1320,309
2025-08-23,Sawahan,6530,1840,244
2025-08-23,Kenjeran,8000,1611,257
2025-08-24,Gubeng,4876,1164,333
2025-08-24,Sukolilo,6977,1388,276
2025-08-24,Tambaksari,8000,1613,266
2025-08-24,Wonokromo,6295,1619,258
2025-08-24,Rungkut,8000,1707,265
2025-08-24,Mulyorejo,3579,1541,298
2025-08-24,Genteng,5369,1319,245
2025-08-24,Tegalsari,3892,1326,310
2025-08-24,Sawahan,6600,1841,243
2025-08-24,Kenjeran,8000,1614,260
2025-08-25,Gubeng,4928,1166,337
2025-08-25,Sukolilo,7007,1394,280
2025-08-25,Tambaksari,8000,1617,269
2025-08-25,Wonokromo,6370,1620,261
2025-08-25,Rungkut,8000,1710,268
2025-08-25,Mulyorejo,3613,1541,296
2025-08-25,Genteng,5390,1319,248
2025-08-25,Tegalsari,3930,1332,308
2025-08-25,Sawahan,6626,1841,241
2025-08-25,Kenjeran,8000,1619,263
2025-08-26,Gubeng,4947,1170,341
2025-08-26,Sukolilo,7036,1395,280
2025-08-26,Tambaksari,8000,1619,269
2025-08-26,Wonokromo,6411,1626,262
2025-08-26,Rungkut,8000,1712,267
2025-08-26,Mulyorejo,3616,1541,294
2025-08-26,Genteng,5453,1323,250
2025-08-26,Tegalsari,3933,1336,308
2025-08-26,Sawahan,6669,1843,240
2025-08-26,Kenjeran,8000,1625,263
2025-08-27,Gubeng,4982,1171,339
2025-08-27,Sukolilo,7065,1397,282
2025-08-27,Tambaksari,8000,1620,267
2025-08-27,Wonokromo,6448,1631,260
2025-08-27,Rungkut,8000,1712,265
2025-08-27,Mulyorejo,3631,1542,297
2025-08-27,Genteng,5493,1327,253
2025-08-27,Tegalsari,3971,1341,309
2025-08-27,Sawahan,6718,1845,240
2025-08-27,Kenjeran,8000,1630,267
2025-08-28,Gubeng,5023,1175,337
2025-08-28,Sukolilo,7150,1403,286
2025-08-28,Tambaksari,8000,1621,265
2025-08-28,Wonokromo,6511,1636,261
2025-08-28,Rungkut,8000,1714,268
2025-08-28,Mulyorejo,3656,1548,298
2025-08-28,Genteng,5525,1328,252
2025-08-28,Tegalsari,4010,1345,309
2025-08-28,Sawahan,6791,1848,239
2025-08-28,Kenjeran,8000,1635,267
2025-08-29,Gubeng,5072,1177,338
2025-08-29,Sukolilo,7195,1403,287
2025-08-29,Tambaksari,8000,1624,266
2025-08-29,Wonokromo,6578,1638,265
2025-08-29,Rungkut,8000,1718,267
2025-08-29,Mulyorejo,3675,1551,302
2025-08-29,Genteng,5573,1328,252
2025-08-29,Tegalsari,4035,1345,313
2025-08-29,Sawahan,6815,1851,240
2025-08-29,Kenjeran,8000,1636,269
2025-08-30,Gubeng,5088,1178,339
2025-08-30,Sukolilo,7231,1405,286
2025-08-30,Tambaksari,8000,1628,267
2025-08-30,Wonokromo,6641,1641,267
2025-08-30,Rungkut,8000,1722,270
2025-08-30,Mulyorejo,3682,1556,305
2025-08-30,Genteng,5579,1333,254
2025-08-30,Tegalsari,4074,1345,315
2025-08-30,Sawahan,6864,1853,242
2025-08-30,Kenjeran,8000,1639,268
2025-08-31,Gubeng,5108,1181,337
2025-08-31,Sukolilo,7286,1410,290
2025-08-31,Tambaksari,8000,1634,268
2025-08-31,Wonokromo,6668,1646,270
2025-08-31,Rungkut,8000,1723,274
2025-08-31,Mulyorejo,3685,1560,309
2025-08-31,Genteng,5623,1333,258
2025-08-31,Tegalsari,4080,1346,316
2025-08-31,Sawahan,6908,1856,244
2025-08-31,Kenjeran,8000,1640,267
2025-09-01,Gubeng,5151,1183,337
2025-09-01,Sukolilo,7339,1415,290
2025-09-01,Tambaksari,8000,1637,271
2025-09-01,Wonokromo,6747,1648,268
2025-09-01,Rungkut,8000,1727,276
2025-09-01,Mulyorejo,3699,1561,313
2025-09-01,Genteng,5644,1335,260
2025-09-01,Tegalsari,4126,1346,319
2025-09-01,Sawahan,6954,1858,242
2025-09-01,Kenjeran,8000,1646,265
2025-09-02,Gubeng,5167,1188,339
2025-09-02,Sukolilo,7377,1417,293
2025-09-02,Tambaksari,8000,1640,272
2025-09-02,Wonokromo,6792,1653,267
2025-09-02,Rungkut,8000,1728,278
2025-09-02,Mulyorejo,3713,1563,317
2025-09-02,Genteng,5673,1337,264
2025-09-02,Tegalsari,4158,1347,317
2025-09-02,Sawahan,6960,1858,241
2025-09-02,Kenjeran,8000,1649,268
2025-09-03,Gubeng,5195,1189,337
2025-09-03,Sukolilo,7392,1423,294
2025-09-03,Tambaksari,8000,1646,275
2025-09-03,Wonokromo,6842,1656,269
2025-09-03,Rungkut,8000,1732,279
2025-09-03,Mulyorejo,3734,1566,318
2025-09-03,Genteng,5698,1338,265
2025-09-03,Tegalsari,4187,1351,318
2025-09-03,Sawahan,7031,1859,244
2025-09-03,Kenjeran,8000,1652,270
2025-09-04,Gubeng,5232,1189,335
2025-09-04,Sukolilo,7446,1428,294
2025-09-04,Tambaksari,8000,1649,278
2025-09-04,Wonokromo,6850,1661,272
2025-09-04,Rungkut,8000,1738,283
2025-09-04,Mulyorejo,3765,1569,320
2025-09-04,Genteng,5704,1342,263
2025-09-04,Tegalsari,4198,1356,321
2025-09-04,Sawahan,7087,1864,242
2025-09-04,Kenjeran,8000,1656,274
2025-09-05,Gubeng,5270,1193,333
2025-09-05,Sukolilo,7530,1432,298
2025-09-05,Tambaksari,8000,1652,280
2025-09-05,Wonokromo,6925,1665,275
2025-09-05,Rungkut,8000,1740,287
2025-09-05,Mulyorejo,3775,1570,318
2025-09-05,Genteng,5753,1346,266
2025-09-05,Tegalsari,4212,1362,323
2025-09-05,Sawahan,7109,1869,243
2025-09-05,Kenjeran,8000,1660,272
2025-09-06,Gubeng,5313,1195,337
2025-09-06,Sukolilo,7600,1432,298
2025-09-06,Tambaksari,8000,1653,282
2025-09-06,Wonokromo,6932,1671,275
2025-09-06,Rungkut,8000,1744,287
2025-09-06,Mulyorejo,3784,1572,316
2025-09-06,Genteng,5805,1350,265
2025-09-06,Tegalsari,4257,1367,322
2025-09-06,Sawahan,7165,1871,247
2025-09-06,Kenjeran,8000,1666,275
2025-09-07,Gubeng,5329,1196,341
2025-09-07,Sukolilo,7652,1432,298
2025-09-07,Tambaksari,8000,1654,284
2025-09-07,Wonokromo,7011,1672,279
2025-09-07,Rungkut,8000,1747,291
2025-09-07,Mulyorejo,3798,1577,317
2025-09-07,Genteng,5857,1351,264
2025-09-07,Tegalsari,4285,1373,322
2025-09-07,Sawahan,7170,1873,251
2025-09-07,Kenjeran,8000,1666,274
2025-09-08,Gubeng,5360,1199,341
2025-09-08,Sukolilo,7699,1438,300
2025-09-08,Tambaksari,8000,1659,287
2025-09-08,Wonokromo,7045,1674,278
2025-09-08,Rungkut,8000,1750,289
2025-09-08,Mulyorejo,3808,1583,318
2025-09-08,Genteng,5885,1353,266
2025-09-08,Tegalsari,4319,1373,320
2025-09-08,Sawahan,7249,1878,251
2025-09-08,Kenjeran,8000,1669,276
2025-09-09,Gubeng,5420,1205,341
2025-09-09,Sukolilo,7734,1440,304
2025-09-09,Tambaksari,8000,1664,289
2025-09-09,Wonokromo,7079,1680,281
2025-09-09,Rungkut,8000,1755,292
2025-09-09,Mulyorejo,3831,1584,320
2025-09-09,Genteng,5910,1358,265
2025-09-09,Tegalsari,4334,1373,323
2025-09-09,Sawahan,7250,1878,249
2025-09-09,Kenjeran,8000,1673,274
2025-09-10,Gubeng,5466,1207,340
2025-09-10,Sukolilo,7805,1442,303
2025-09-10,Tambaksari,8000,1668,287
2025-09-10,Wonokromo,7085,1684,284
2025-09-10,Rungkut,8000,1756,294
2025-09-10,Mulyorejo,3857,1589,318
2025-09-10,Genteng,5917,1362,264
2025-09-10,Tegalsari,4352,1379,326
2025-09-10,Sawahan,7300,1879,247
2025-09-10,Kenjeran,8000,1675,274
2025-09-11,Gubeng,5498,1207,343
2025-09-11,Sukolilo,7851,1444,307
2025-09-11,Tambaksari,8000,1673,291
2025-09-11,Wonokromo,7152,1686,283
2025-09-11,Rungkut,8000,1758,298
2025-09-11,Mulyorejo,3857,1592,318
2025-09-11,Genteng,5989,1364,268
2025-09-11,Tegalsari,4365,1382,324
2025-09-11,Sawahan,7343,1880,249
2025-09-11,Kenjeran,8000,1680,275
2025-09-12,Gubeng,5507,1211,347
2025-09-12,Sukolilo,7896,1448,310
2025-09-12,Tambaksari,8000,1676,294
2025-09-12,Wonokromo,7176,1686,281
2025-09-12,Rungkut,8000,1763,298
2025-09-12,Mulyorejo,3890,1592,319
2025-09-12,Genteng,6001,1369,266
2025-09-12,Tegalsari,4413,1387,325
2025-09-12,Sawahan,7367,1885,249
2025-09-12,Kenjeran,8000,1684,273
2025-09-13,Gubeng,5543,1217,348
2025-09-13,Sukolilo,7945,1451,314
2025-09-13,Tambaksari,8000,1682,298
2025-09-13,Wonokromo,7183,1687,279
2025-09-13,Rungkut,8000,1768,302
2025-09-13,Mulyorejo,3923,1592,321
2025-09-13,Genteng,6041,1371,266
2025-09-13,Tegalsari,4448,1390,323
2025-09-13,Sawahan,7423,1890,247
2025-09-13,Kenjeran,8000,1690,273
2025-09-14,Gubeng,5550,1220,352
2025-09-14,Sukolilo,8000,1456,313
2025-09-14,Tambaksari,8000,1682,299
2025-09-14,Wonokromo,7241,1689,282
2025-09-14,Rungkut,8000,1768,305
2025-09-14,Mulyorejo,3952,1595,319
2025-09-14,Genteng,6107,1374,269
2025-09-14,Tegalsari,4457,1390,322
2025-09-14,Sawahan,7426,1894,246
2025-09-14,Kenjeran,8000,1690,277
2025-09-15,Gubeng,5588,1222,353
2025-09-15,Sukolilo,8000,1462,317
2025-09-15,Tambaksari,8000,1682,297
2025-09-15,Wonokromo,7272,1691,286
2025-09-15,Rungkut,8000,1771,303
2025-09-15,Mulyorejo,3959,1600,322
2025-09-15,Genteng,6147,1379,273
2025-09-15,Tegalsari,4503,1391,325
2025-09-15,Sawahan,7478,1894,244
2025-09-15,Kenjeran,8000,1693,280
2025-09-16,Gubeng,5591,1226,351
2025-09-16,Sukolilo,8000,1467,316
2025-09-16,Tambaksari,8000,1687,295
2025-09-16,Wonokromo,7352,1697,290
2025-09-16,Rungkut,8000,1775,302
2025-09-16,Mulyorejo,3995,1600,326
2025-09-16,Genteng,6209,1379,274
2025-09-16,Tegalsari,4534,1395,324
2025-09-16,Sawahan,7484,1895,245
2025-09-16,Kenjeran,8000,1699,283
2025-09-17,Gubeng,5638,1228,349
2025-09-17,Sukolilo,8000,1471,318
2025-09-17,Tambaksari,8000,1693,299
2025-09-17,Wonokromo,7372,1697,292
2025-09-17,Rungkut,8000,1775,300
2025-09-17,Mulyorejo,4005,1606,327
2025-09-17,Genteng,6223,1381,276
2025-09-17,Tegalsari,4542,1396,326
2025-09-17,Sawahan,7488,1895,249
2025-09-17,Kenjeran,8000,1703,284
2025-09-18,Gubeng,5692,1228,350
2025-09-18,Sukolilo,8000,1471,317
2025-09-18,Tambaksari,8000,1698,302
2025-09-18,Wonokromo,7426,1699,293
2025-09-18,Rungkut,8000,1781,304
2025-09-18,Mulyorejo,4025,1607,326
2025-09-18,Genteng,6235,1383,278
2025-09-18,Tegalsari,4565,1397,325
2025-09-18,Sawahan,7543,1895,251
2025-09-18,Kenjeran,8000,1706,286
2025-09-19,Gubeng,5759,1233,354
2025-09-19,Sukolilo,8000,1473,318
2025-09-19,Tambaksari,8000,1699,301
2025-09-19,Wonokromo,7438,1703,291
